"Format","AiM CSV File"
"Session","CentennialT"
"Vehicle","Kosmic"
"Racer","Clara"
"Championship",""
"Comment",""
"Date","Friday, July 25, 2025"
"Time","10:50 AM"
"Sample Rate","20"
"Duration","406"
"Segment","Session"
"Beacon Markers","14.076","102.86","174.748","245.922","316.304","406"
"Segment Times","0:14.076","1:28.784","1:11.888","1:11.174","1:10.382","1:29.696"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","AccelerometerX","AccelerometerY","AccelerometerZ","GyroX","GyroY","GyroZ","Logger Temperature","Internal Batt","RPM","Steering Angle","Pitch Angle","Yaw Angle"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","g","g","g","deg/s","deg/s","deg/s","°C","V","rpm","deg","deg","deg"

"0.000","0.8106","13","0.0000","0.0000","-4.7732","-61.7246","0.0000","1741.6613","29.5000","0.1100","10000.0000","39.56951222","-104.83093018","0.56","-0.44","0.71","21.8","-2.6","5.0","38.6","4.1","3426","23.0","-35.1","-43.1"
"0.050","0.8106","13","0.0000","0.0000","-4.7732","-61.7246","0.0000","1741.6613","29.5000","0.1100","10000.0000","39.56951222","-104.83093018","0.54","-0.43","0.71","39.0","6.4","13.2","38.6","4.1","3426","23.9","-35.1","-43.5"
"0.100","0.8106","13","0.0000","0.0000","-4.7732","-61.7246","0.0000","1741.6613","29.5000","0.1100","10000.0000","39.56951222","-104.83093018","0.53","-0.38","0.74","27.6","-9.8","9.1","38.6","4.1","3426","25.7","-35.1","-44.2"
"0.150","0.8721","13","0.0000","0.0000","-6.4743","-55.3772","0.0000","1741.5800","29.2500","0.1100","10000.0000","39.56951218","-104.83092925","0.53","-0.33","0.76","5.0","-5.0","-1.0","38.6","4.1","3430","26.6","-35.1","-44.6"
"0.200","0.9451","13","0.0000","0.0000","-5.9638","-69.2324","0.0000","1741.4963","29.0000","0.1100","10000.0000","39.56951204","-104.83092855","0.53","-0.28","0.78","-45.8","9.1","-14.8","38.6","4.1","3435","26.9","-35.0","-44.8"
"0.250","0.7933","13","0.0000","0.0000","-5.7574","-62.8548","0.0000","1741.4199","28.7500","0.1100","10000.0000","39.56951211","-104.83092778","0.55","-0.26","0.78","-94.2","4.3","-31.7","38.6","4.1","3442","26.8","-35.0","-44.8"
"0.300","0.9291","13","0.0000","0.0000","-3.4679","-52.8395","0.0000","1741.3756","28.5000","0.1100","10000.0000","39.56951224","-104.83092725","0.57","-0.28","0.76","-133.8","7.2","-42.1","38.6","4.1","3455","27.2","-35.0","-45.1"
"0.350","0.9974","13","0.0000","0.0000","-3.3262","-15.6225","0.0000","1741.2092","28.2500","0.1400","10000.0000","39.56951231","-104.83092640","0.59","-0.33","0.71","-161.4","6.9","-44.7","38.6","4.1","3472","28.5","-35.2","-45.8"
"0.400","1.1332","13","0.0141","0.0452","-3.5960","-11.2855","0.0000","1741.0862","28.0000","0.1450","10000.0000","39.56951212","-104.83092556","0.60","-0.42","0.64","-156.6","6.8","-46.2","38.6","4.1","3475","31.2","-35.7","-47.0"
"0.450","1.1791","14","-0.0339","0.0115","-3.5588","-12.9904","0.0000","1740.9397","27.7500","0.1425","10000.0000","39.56951218","-104.83092448","0.61","-0.52","0.56","-125.2","7.0","-35.9","38.6","4.1","3468","35.1","-36.3","-48.7"
"0.500","1.2990","14","0.0307","0.0897","-2.9692","-11.7949","0.0000","1740.5737","27.5000","0.1500","10000.0000","39.56951202","-104.83092261","0.62","-0.60","0.48","-83.6","1.2","-24.6","38.6","4.1","3467","40.0","-37.2","-50.7"
"0.550","1.1732","14","-0.1072","-0.0357","-3.3215","-26.6965","0.0000","1740.1719","27.2250","0.1325","10000.0000","39.56951165","-104.83092059","0.63","-0.64","0.42","-47.7","1.4","-17.8","38.6","4.1","3470","44.9","-38.1","-52.6"
"0.600","1.0578","14","0.0000","0.0000","-2.4048","-53.4342","0.0000","1739.8035","26.9000","0.1050","10000.0000","39.56951109","-104.83091894","0.65","-0.65","0.40","-27.9","6.3","-13.5","38.6","4.1","3499","49.7","-39.1","-54.4"
"0.650","1.1877","14","0.0000","0.0000","-4.6171","-58.6370","0.0000","1739.4858","26.5750","0.1075","10000.0000","39.56951085","-104.83091732","0.66","-0.63","0.40","-26.9","5.2","-9.6","38.6","4.1","3534","53.7","-39.9","-55.9"
"0.700","0.9378","14","0.0000","0.0000","-7.4839","-59.7623","0.0000","1739.1024","26.1600","0.1000","10000.0000","39.56951065","-104.83091487","0.66","-0.62","0.41","-33.5","8.0","-13.6","38.6","4.1","3570","56.7","-40.6","-57.1"
"0.750","0.6779","14","0.0000","0.0000","-8.2912","-35.5431","0.0000","1738.9436","25.8150","0.1190","10000.0000","39.56951086","-104.83091353","0.66","-0.64","0.39","-28.9","-0.1","-5.7","38.6","4.1","3596","59.0","-41.1","-57.9"
"0.800","0.6487","14","0.0000","0.0000","-5.4618","-27.2624","0.0000","1738.7910","25.5400","0.1200","10000.0000","39.56951098","-104.83091234","0.66","-0.67","0.35","-10.7","1.0","-1.5","38.6","4.1","3622","60.6","-41.5","-58.6"
"0.850","0.8313","14","0.0000","0.0000","-5.0804","-34.2497","0.0000","1738.4698","25.2100","0.1155","10000.0000","39.56951089","-104.83091043","0.66","-0.67","0.34","1.3","2.1","-0.7","38.6","4.1","3656","61.7","-41.7","-59.1"
"0.900","0.9514","14","0.0000","0.0000","-4.7172","-40.5959","0.0000","1738.1459","24.8900","0.1100","10000.0000","39.56951074","-104.83090852","0.68","-0.67","0.36","3.6","0.2","2.4","38.6","4.1","3687","62.4","-41.9","-59.6"
"0.950","0.7807","14","0.0000","0.0000","-6.4802","-28.2157","0.0000","1737.7861","24.6100","0.1195","10000.0000","39.56951056","-104.83090640","0.66","-0.66","0.37","-0.8","14.8","-2.0","38.6","4.1","3744","62.9","-42.0","-60.0"
"1.000","0.8470","14","0.0000","0.0000","-5.8832","-21.7858","0.0000","1737.4828","24.2400","0.1200","10000.0000","39.56951065","-104.83090461","0.63","-0.66","0.36","-7.9","13.6","-4.1","38.6","4.1","3785","63.3","-42.1","-60.3"
"1.050","0.9882","14","-0.0019","0.0073","-5.1811","-28.3306","0.0000","1737.2247","23.9100","0.1155","10000.0000","39.56951067","-104.83090303","0.64","-0.67","0.36","-8.3","-8.9","-1.5","38.6","4.1","3817","63.4","-42.1","-60.6"
"1.100","1.0098","14","-0.0116","0.0433","-5.8389","-34.6356","0.0000","1736.9845","23.6600","0.1170","10000.0000","39.56951089","-104.83090154","0.67","-0.68","0.38","-1.9","-17.3","4.9","38.6","4.1","3842","63.3","-42.0","-61.0"
"1.150","1.2064","14","-0.0134","0.0587","-4.4856","-33.7705","0.0000","1736.7764","23.3150","0.1200","10000.0000","39.56951123","-104.83090023","0.67","-0.68","0.39","3.3","2.9","8.0","38.6","4.1","3853","63.2","-42.0","-61.3"
"1.200","1.4804","14","-0.0008","0.0576","-3.1221","-26.0881","0.0000","1736.6639","23.0600","0.1220","10000.0000","39.56951172","-104.83089928","0.62","-0.68","0.38","1.4","24.1","3.5","38.6","4.1","3882","63.1","-41.9","-61.6"
"1.250","1.4526","14","0.0114","0.0528","-3.4006","-27.1760","0.0000","1736.5686","22.8100","0.1255","10000.0000","39.56951199","-104.83089846","0.58","-0.69","0.36","2.3","29.3","-0.6","38.6","4.1","3882","62.9","-41.8","-62.0"
"1.300","1.5121","14","0.0105","0.0552","-4.2279","-28.4914","0.0000","1736.4589","22.4900","0.1200","10000.0000","39.56951221","-104.83089773","0.58","-0.70","0.34","13.2","15.0","-1.6","38.6","4.1","3886","62.7","-41.7","-62.4"
"1.350","1.5797","14","-0.0032","0.0477","-4.9845","-25.6336","0.0000","1736.3474","22.2100","0.1200","10000.0000","39.56951242","-104.83089714","0.60","-0.69","0.37","23.7","-6.5","1.0","38.6","4.1","3895","62.3","-41.6","-62.8"
"1.400","1.6072","14","-0.0142","0.0344","-5.5120","-23.7530","0.0000","1736.3080","21.8600","0.1200","10000.0000","39.56951266","-104.83089675","0.64","-0.66","0.41","18.5","-21.4","1.1","38.6","4.1","3879","61.7","-41.5","-63.1"
"1.450","1.6213","14","-0.0190","0.0212","-4.8240","-30.2189","0.0000","1736.2893","21.5650","0.1200","10000.0000","39.56951281","-104.83089678","0.67","-0.64","0.45","7.8","-16.5","3.0","38.6","4.1","3894","61.0","-41.3","-63.5"
"1.500","1.7614","14","-0.0242","0.0174","-2.9287","-34.5950","0.0000","1736.2808","21.2600","0.1200","10000.0000","39.56951309","-104.83089710","0.68","-0.65","0.46","9.3","3.8","3.7","38.6","4.1","3913","60.2","-41.1","-63.8"
"1.550","1.9374","14","-0.0217","0.0144","-1.8564","-30.1311","0.0000","1736.2560","21.0100","0.1200","10000.0000","39.56951331","-104.83089728","0.65","-0.66","0.46","13.9","26.3","4.0","38.6","4.1","3911","59.4","-40.8","-64.1"
"1.600","1.8500","14","-0.0133","0.0290","-2.3991","-29.1500","0.0000","1736.2328","20.8600","0.1200","10000.0000","39.56951348","-104.83089766","0.60","-0.66","0.45","15.5","37.1","1.5","38.6","4.1","3915","58.4","-40.6","-64.4"
"1.650","1.7635","14","-0.0087","0.0539","-3.3825","-34.7362","0.0000","1736.2083","20.6100","0.1200","10000.0000","39.56951356","-104.83089809","0.56","-0.66","0.43","21.5","33.2","0.3","38.6","4.1","3903","57.5","-40.3","-64.8"
"1.700","1.8683","14","-0.0168","0.0689","-3.5413","-39.5935","0.0000","1736.1693","20.3600","0.1200","10000.0000","39.56951355","-104.83089855","0.55","-0.66","0.43","34.6","14.2","1.3","38.6","4.1","3903","56.5","-40.1","-65.2"
"1.750","2.0524","14","-0.0295","0.0717","-3.3619","-39.2396","0.0000","1736.1487","20.1100","0.1200","10000.0000","39.56951353","-104.83089935","0.58","-0.66","0.45","51.2","-5.9","7.9","38.6","4.1","3907","55.5","-39.8","-65.4"
"1.800","2.3645","14","-0.0232","0.0697","-2.7530","-35.4054","0.0000","1736.1611","19.9600","0.1200","10000.0000","39.56951366","-104.83090030","0.61","-0.62","0.50","60.8","-18.5","12.9","38.6","4.1","3896","54.1","-39.4","-65.7"
"1.850","2.3665","14","-0.0111","0.0624","-2.6672","-32.1566","0.0000","1736.2365","19.7550","0.1200","10000.0000","39.56951394","-104.83090138","0.63","-0.60","0.55","62.1","-15.7","18.3","38.6","4.1","3917","52.4","-39.0","-65.7"
"1.900","2.4416","14","-0.0288","0.0599","-2.3543","-31.6267","0.0000","1736.3391","19.5600","0.1200","10000.0000","39.56951428","-104.83090242","0.64","-0.59","0.59","68.6","-2.3","17.7","38.6","4.1","3927","50.3","-38.5","-65.7"
"1.950","2.8613","14","-0.0685","0.0634","-1.4678","-40.9413","0.0000","1736.4209","19.4050","0.1200","10000.0000","39.56951472","-104.83090352","0.63","-0.59","0.61","86.7","16.5","25.5","38.6","4.1","3921","47.9","-37.9","-65.5"
"2.000","2.9789","14","-0.0678","0.0624","-1.2581","-46.9741","0.0000","1736.4628","19.2600","0.1180","10000.0000","39.56951518","-104.83090444","0.60","-0.59","0.62","125.4","22.9","35.2","38.6","4.1","3934","45.0","-37.2","-65.1"
"2.050","2.6436","14","-0.0472","0.0525","-1.1688","-49.8011","0.0000","1736.5103","19.0550","0.1100","10000.0000","39.56951560","-104.83090516","0.56","-0.55","0.63","157.3","29.7","45.2","38.6","4.1","3923","41.5","-36.5","-64.5"
"2.100","2.7187","14","-0.0303","0.0472","-0.9172","-45.7248","0.0000","1736.5500","18.9300","0.1100","10000.0000","39.56951621","-104.83090573","0.51","-0.45","0.68","158.0","17.6","44.8","38.6","4.1","3921","37.4","-35.7","-63.5"
"2.150","2.8188","14","-0.0181","0.0498","-1.4937","-41.4811","0.0000","1736.6232","18.7100","0.1100","10000.0000","39.56951717","-104.83090637","0.49","-0.31","0.75","118.1","0.1","34.0","38.6","4.1","3928","32.6","-34.9","-62.1"
"2.200","2.9491","14","-0.0059","0.0525","-1.5995","-48.8145","0.0000","1736.6943","18.5600","0.1100","10000.0000","39.56951808","-104.83090717","0.49","-0.21","0.81","68.9","-7.2","16.9","38.6","4.1","3906","27.7","-34.1","-60.5"
"2.250","3.3471","13","0.0073","0.0627","-1.3118","-53.4042","0.0000","1736.7919","18.3550","0.1100","10000.0000","39.56951909","-104.83090822","0.49","-0.17","0.84","50.4","-9.1","12.8","38.6","4.1","3903","22.8","-33.5","-58.8"
"2.300","3.4673","13","0.0174","0.0804","-1.1504","-51.3510","0.0000","1736.9138","18.1600","0.1100","10000.0000","39.56952026","-104.83090912","0.49","-0.16","0.85","54.4","-8.6","16.9","38.7","4.1","3891","18.1","-33.0","-57.1"
"2.350","3.3313","13","0.0115","0.1056","-0.2386","-37.2321","0.0000","1736.9969","17.9100","0.1100","10000.0000","39.56952139","-104.83090954","0.47","-0.13","0.85","42.5","-0.2","13.5","38.7","4.1","3871","14.0","-32.6","-55.4"
"2.400","3.6790","13","0.0172","0.1224","-0.9754","-36.7374","6.0559","1737.0114","17.7800","0.1100","9.6688","39.56952224","-104.83090970","0.46","-0.09","0.86","23.2","1.1","7.0","38.7","4.1","3880","10.7","-32.4","-54.1"
"2.450","3.9770","13","0.0152","0.1240","-1.5097","-44.9570","8.4305","1736.9873","17.6550","0.1055","7.5080","39.56952291","-104.83090985","0.46","-0.07","0.88","14.2","-4.4","3.4","38.7","4.1","3877","8.4","-32.3","-53.0"
"2.500","4.0685","13","-0.0067","0.1124","-2.1353","-47.1792","-3.2936","1736.9615","17.5300","0.1070","19.6600","39.56952360","-104.83090992","0.45","-0.06","0.87","18.0","-15.5","5.7","38.7","4.1","3878","6.7","-32.3","-52.2"
"2.550","4.1596","13","-0.0157","0.0887","-2.1931","-49.4838","-7.6686","1736.9833","17.4050","0.1100","8.6329","39.56952421","-104.83091030","0.43","-0.06","0.86","30.2","-20.2","9.7","38.7","4.1","3885","5.3","-32.3","-51.6"
"2.600","4.4984","13","-0.0080","0.0963","-1.7719","-49.4374","-3.8162","1737.0115","17.1800","0.1100","18.7608","39.56952500","-104.83091069","0.43","-0.05","0.87","31.2","-10.7","10.4","38.7","4.1","3865","4.1","-32.4","-51.0"
"2.650","4.9024","13","0.0028","0.1101","-1.7568","-45.8955","1.2491","1737.0199","17.0550","0.1100","62.4658","39.56952576","-104.83091104","0.45","-0.02","0.88","19.2","-8.5","8.1","38.7","4.1","3856","3.1","-32.4","-50.5"
"2.700","4.9186","13","0.0145","0.1137","-1.9012","-43.5473","6.1908","1737.0590","16.9300","0.1100","12.6449","39.56952660","-104.83091143","0.48","0.00","0.88","25.8","-11.3","12.1","38.7","4.1","3849","2.2","-32.5","-50.1"
"2.750","4.8679","14","0.0404","0.1186","-1.8829","-42.4803","16.7135","1737.1517","16.8050","0.1005","4.6354","39.56952771","-104.83091198","0.49","0.03","0.90","17.6","-14.1","9.8","38.7","4.1","3841","1.3","-32.5","-49.6"
"2.800","4.8064","14","0.0593","0.1102","-1.9843","-40.6627","23.5526","1737.2556","16.6600","0.1100","3.2479","39.56952881","-104.83091265","0.46","0.05","0.88","-1.8","-7.8","3.8","38.7","4.1","3838","0.4","-32.6","-49.1"
"2.850","5.5001","13","0.0798","0.1055","-1.2226","-47.6844","30.5781","1737.3583","16.4550","0.1100","2.8627","39.56952980","-104.83091362","0.46","0.05","0.87","-8.0","-0.7","3.1","38.7","4.1","3815","-0.3","-32.6","-48.6"
"2.900","5.8250","13","0.0667","0.1166","-0.7944","-43.1470","24.9198","1737.4519","16.3300","0.1100","3.7203","39.56953093","-104.83091447","0.48","0.03","0.88","-4.4","6.3","3.4","38.7","4.1","3810","-0.8","-32.6","-48.3"
"2.950","5.9327","13","0.0179","0.1172","-1.0652","-36.8695","6.4293","1737.5380","16.2050","0.1100","14.6863","39.56953219","-104.83091517","0.48","0.01","0.87","9.0","10.5","3.6","38.7","4.1","3805","-1.0","-32.6","-48.0"
"3.000","6.1637","14","-0.0010","0.1039","-1.7340","-37.7507","-0.2774","1737.5918","15.9800","0.1100","353.6906","39.56953325","-104.83091588","0.49","-0.01","0.87","15.1","3.1","3.6","38.7","4.1","3800","-1.1","-32.6","-47.7"
"3.050","6.0916","13","-0.0311","0.0993","-1.9390","-38.5205","-10.3103","1737.6544","15.8550","0.1100","9.4033","39.56953420","-104.83091654","0.50","-0.00","0.87","20.8","-3.6","8.3","38.7","4.1","3796","-1.2","-32.6","-47.4"
"3.100","6.3239","14","-0.0470","0.1038","-2.0113","-41.6822","-15.2911","1737.7153","15.7300","0.1100","6.5822","39.56953519","-104.83091729","0.50","0.01","0.88","22.8","-4.2","9.7","38.6","4.1","3782","-1.4","-32.6","-47.1"
"3.150","6.5075","14","-0.0388","0.1053","-2.0200","-46.2041","-12.2625","1737.7480","15.6050","0.1100","8.4460","39.56953604","-104.83091804","0.49","0.03","0.87","16.9","4.2","5.1","38.6","4.1","3782","-1.7","-32.6","-46.8"
"3.200","6.7304","14","-0.0503","0.0840","-1.6120","-44.5998","-15.4135","1737.7854","15.5800","0.1100","6.9496","39.56953702","-104.83091872","0.47","0.04","0.87","9.7","2.5","2.0","38.6","4.1","3770","-2.1","-32.6","-46.4"
"3.250","6.8508","14","-0.0679","0.0726","-1.4074","-41.8746","-20.3768","1737.8260","15.4550","0.1100","5.3509","39.56953805","-104.83091947","0.49","0.06","0.87","6.4","1.9","4.7","38.6","4.1","3763","-2.7","-32.6","-46.0"
"3.300","6.9690","14","-0.0882","0.0767","-1.4517","-46.3060","-25.9900","1737.9293","15.3300","0.1100","4.2676","39.56953918","-104.83092059","0.50","0.08","0.89","11.8","1.1","8.9","38.6","4.1","3748","-3.3","-32.5","-45.7"
"3.350","6.9933","14","-0.1031","0.0964","-1.7024","-47.2102","-29.8780","1738.0085","15.2050","0.1100","3.7252","39.56954027","-104.83092147","0.51","0.07","0.88","21.1","-2.1","12.7","38.6","4.1","3706","-3.8","-32.5","-45.3"
"3.400","7.3695","13","-0.0447","0.0820","-1.7358","-46.1851","-12.7658","1738.0425","15.0800","0.1100","9.1878","39.56954132","-104.83092251","0.52","0.04","0.84","32.8","-0.5","16.8","38.6","4.1","3664","-4.3","-32.5","-44.8"
"3.450","7.4084","13","0.0059","0.0501","-1.5612","-47.5714","1.6301","1738.0767","15.0000","0.1100","72.3339","39.56954218","-104.83092347","0.50","0.06","0.82","28.1","-3.6","16.0","38.6","4.1","3629","-4.9","-32.4","-44.3"
"3.500","7.4805","13","-0.0047","0.0428","-1.6667","-45.7875","-1.2621","1738.0995","14.9300","0.1100","94.3283","39.56954303","-104.83092443","0.52","0.07","0.83","10.5","6.6","9.5","38.6","4.1","3597","-5.5","-32.4","-43.7"
"3.550","7.6315","13","-0.0162","0.0411","-1.7745","-49.2812","-4.4071","1738.1324","14.8050","0.1100","27.5600","39.56954381","-104.83092554","0.53","0.10","0.87","-9.7","1.5","-0.2","38.6","4.1","3570","-6.1","-32.4","-43.1"
"3.600","7.5154","13","-0.0189","0.0398","-1.7844","-50.1125","-5.0783","1738.1556","14.7800","0.1100","23.5534","39.56954454","-104.83092651","0.56","0.10","0.86","-12.7","9.6","-1.2","38.6","4.1","3554","-6.5","-32.4","-42.5"
"3.650","7.5832","13","-0.0197","0.0237","-1.6151","-47.6081","-5.2377","1738.1696","14.6550","0.1100","23.0425","39.56954546","-104.83092733","0.56","0.09","0.82","0.3","14.3","2.7","38.6","4.1","3546","-6.8","-32.3","-41.9"
"3.700","7.5530","13","-0.0143","0.0070","-1.3043","-47.2061","-3.7915","1738.2021","14.6000","0.1100","31.7049","39.56954632","-104.83092828","0.55","0.08","0.83","0.8","12.7","0.0","38.6","4.1","3547","-7.0","-32.3","-41.5"
"3.750","7.6253","13","-0.0123","0.0210","-1.0412","-46.5101","-3.2552","1738.2302","14.5050","0.1100","37.2824","39.56954717","-104.83092930","0.55","0.10","0.84","-7.9","6.7","-0.6","38.6","4.1","3551","-6.9","-32.2","-41.2"
"3.800","7.7848","13","-0.0319","0.0381","-1.1159","-47.6995","-8.3930","1738.2461","14.4800","0.1100","14.7622","39.56954791","-104.83093037","0.53","0.11","0.84","-11.0","2.5","-1.2","38.6","4.1","3556","-6.7","-32.1","-41.0"
"3.850","8.0343","13","-0.0263","0.0520","-1.3015","-51.6523","-6.8886","1738.2611","14.3550","0.1100","18.5627","39.56954858","-104.83093163","0.52","0.09","0.83","-9.4","8.3","0.9","38.6","4.1","3556","-6.3","-32.0","-40.8"
"3.900","7.9736","13","-0.0199","0.0597","-1.4777","-49.9449","-5.1181","1738.2871","14.3000","0.1100","24.7951","39.56954943","-104.83093272","0.51","0.08","0.83","-7.3","1.2","0.9","38.6","4.1","3561","-5.9","-32.0","-40.7"
"3.950","7.7327","13","-0.0326","0.0504","-1.6582","-47.8985","-8.2999","1738.3201","14.2050","0.1195","14.8278","39.56955024","-104.83093373","0.51","0.08","0.85","-12.6","7.8","-0.7","38.6","4.1","3572","-5.6","-31.9","-40.6"
"4.000","7.8350","13","-0.0185","0.0395","-1.3367","-51.3056","-4.6488","1738.3790","14.1000","0.1100","26.8238","39.56955096","-104.83093493","0.52","0.08","0.86","-18.2","-1.6","-3.2","38.6","4.1","3577","-5.1","-31.9","-40.6"
"4.050","8.3257","13","-0.0178","0.0457","-1.3917","-51.2307","-4.4356","1738.4009","14.0550","0.1100","29.8738","39.56955186","-104.83093612","0.52","0.06","0.86","-17.9","0.0","-2.7","38.6","4.1","3581","-4.6","-32.0","-40.6"
"4.100","8.7108","13","-0.0013","0.0397","-1.5561","-49.6665","-0.3399","1738.4296","13.9300","0.1100","407.8910","39.56955285","-104.83093736","0.52","0.05","0.86","-9.0","4.2","-1.1","38.6","4.1","3586","-4.0","-32.0","-40.6"
"4.150","8.5311","13","0.0368","0.0337","-1.4937","-48.1039","8.9974","1738.4961","13.9000","0.1100","15.0905","39.56955393","-104.83093867","0.52","0.04","0.85","-1.5","-8.2","1.5","38.6","4.1","3584","-3.5","-32.0","-40.7"
"4.200","7.9787","13","0.0442","0.0361","-1.2985","-49.9040","10.7441","1738.5688","13.8000","0.1100","11.8191","39.56955473","-104.83093990","0.51","0.05","0.85","-7.4","-7.2","0.5","38.6","4.1","3583","-3.0","-32.0","-40.7"
"4.250","8.2874","13","0.0483","0.0470","-1.2305","-50.3730","11.6471","1738.6315","13.7550","0.1145","11.3245","39.56955568","-104.83094121","0.51","0.05","0.85","-21.3","-8.7","-1.6","38.6","4.1","3583","-2.4","-31.9","-40.7"
"4.300","8.3872","13","0.0390","0.0586","-1.3566","-49.3268","9.3214","1738.6893","13.6300","0.1200","14.3204","39.56955672","-104.83094243","0.51","0.05","0.85","-25.5","-9.4","-4.6","38.7","4.1","3586","-1.9","-31.9","-40.8"
"4.350","8.6833","13","0.0169","0.0556","-1.1973","-47.4072","3.9856","1738.7542","13.6000","0.1200","34.6746","39.56955785","-104.83094384","0.51","0.03","0.85","-16.2","-5.0","-2.3","38.7","4.1","3584","-1.2","-31.8","-40.9"
"4.400","8.9211","13","0.0168","0.0353","-1.0287","-46.2516","3.9262","1738.8087","13.5000","0.1200","36.1629","39.56955879","-104.83094506","0.52","0.02","0.86","-12.7","-2.3","-2.8","38.7","4.1","3581","-0.6","-31.8","-41.0"
"4.450","8.8905","13","0.0100","0.0343","-0.7373","-48.2783","2.3281","1738.8621","13.4550","0.1200","60.7787","39.56955970","-104.83094652","0.51","0.01","0.87","-23.0","-10.7","-5.9","38.7","4.1","3587","0.0","-31.7","-41.1"
"4.500","8.8645","13","-0.0061","0.0631","-0.6831","-47.1549","-1.4060","1738.8875","13.3300","0.1200","100.3423","39.56956061","-104.83094770","0.50","0.00","0.86","-24.3","-10.0","-5.9","38.7","4.1","3591","0.8","-31.7","-41.3"
"4.550","9.1063","13","-0.0067","0.0893","-0.8035","-48.0568","-1.5353","1738.9138","13.3000","0.1200","94.4005","39.56956158","-104.83094898","0.52","-0.01","0.86","-11.0","-0.1","-2.4","38.7","4.1","3574","1.6","-31.7","-41.6"
"4.600","9.1857","13","0.0010","0.0878","-0.9608","-48.6461","0.2276","1738.9342","13.2000","0.1180","642.2128","39.56956251","-104.83095021","0.53","-0.03","0.86","-3.5","-1.1","-2.1","38.7","4.1","3554","2.4","-31.6","-41.8"
"4.650","9.1180","13","-0.0113","0.0646","-1.1159","-48.1435","-2.4759","1738.9664","13.1550","0.1100","58.6110","39.56956347","-104.83095150","0.51","-0.04","0.86","-7.5","-11.9","-3.9","38.7","4.1","3535","3.0","-31.6","-42.1"
"4.700","9.2402","13","-0.0184","0.0297","-0.9766","-49.3780","-3.9971","1739.0054","13.1000","0.1100","36.7925","39.56956429","-104.83095280","0.51","-0.02","0.85","-16.2","-15.7","-3.8","38.7","4.1","3528","3.6","-31.6","-42.3"
"4.750","9.3092","13","-0.0050","0.0330","-0.7275","-48.9318","-1.0732","1739.0591","13.0050","0.1100","138.0504","39.56956528","-104.83095425","0.52","-0.02","0.86","-19.5","-9.6","-5.1","38.7","4.1","3509","4.1","-31.6","-42.5"
"4.800","9.8306","13","0.0237","0.0444","-0.8447","-47.1409","5.0767","1739.0844","12.9800","0.1100","30.8190","39.56956641","-104.83095552","0.52","-0.02","0.86","-22.7","10.4","-5.7","38.7","4.1","3505","4.7","-31.6","-42.8"
"4.850","9.8117","13","0.0477","0.0497","-0.9028","-46.5727","10.1363","1739.1002","12.9000","0.1100","15.4059","39.56956745","-104.83095681","0.52","-0.04","0.84","-18.0","-1.6","-6.4","38.7","4.1","3507","5.2","-31.7","-43.0"
"4.900","9.5667","13","0.0422","0.0440","-0.9767","-47.9042","8.9096","1739.1108","12.8300","0.1100","17.0894","39.56956825","-104.83095803","0.52","-0.06","0.82","-12.7","1.4","-5.8","38.7","4.1","3503","5.8","-31.7","-43.3"
"4.950","9.4953","13","0.0213","0.0174","-0.9612","-48.0971","4.4469","1739.1138","12.8000","0.1100","33.9838","39.56956910","-104.83095918","0.54","-0.07","0.82","-6.4","-3.7","-2.9","38.7","4.1","3498","6.4","-31.7","-43.6"
"5.000","9.7081","13","0.0205","0.0002","-0.9943","-46.5330","4.2744","1739.1045","12.7000","0.1100","36.1472","39.56957002","-104.83096043","0.55","-0.08","0.83","-2.9","-0.1","-1.1","38.7","4.1","3492","7.0","-31.7","-43.9"
"5.050","9.5759","14","0.0137","0.0029","-0.8408","-45.5979","2.8657","1739.0887","12.6550","0.1100","53.1821","39.56957087","-104.83096144","0.54","-0.07","0.83","-13.8","10.6","-5.6","38.7","4.1","3490","7.6","-31.6","-44.1"
"5.100","9.7145","14","0.0112","-0.0032","-0.9431","-44.7724","2.3307","1739.0680","12.6000","0.1100","66.3370","39.56957175","-104.83096254","0.54","-0.06","0.82","-24.6","3.2","-9.2","38.7","4.1","3492","8.1","-31.6","-44.4"
"5.150","10.1723","14","0.0246","-0.0079","-0.7828","-46.6806","5.1218","1739.0735","12.5050","0.1100","31.6096","39.56957267","-104.83096401","0.54","-0.06","0.80","-18.4","7.7","-6.9","38.7","4.1","3497","8.6","-31.6","-44.7"
"5.200","9.6123","14","0.0363","-0.0034","-1.0068","-46.5250","7.5738","1739.0731","12.4800","0.1100","20.1992","39.56957357","-104.83096505","0.54","-0.07","0.80","-16.6","15.7","-8.9","38.7","4.1","3499","9.1","-31.6","-45.1"
"5.250","9.5168","14","0.0597","0.0023","-0.7584","-46.7224","12.4785","1739.1027","12.4000","0.1100","12.1381","39.56957448","-104.83096644","0.55","-0.07","0.80","-33.0","5.9","-13.9","38.7","4.1","3502","9.7","-31.6","-45.4"
