"Format","AiM CSV File"
"Session","G Junct CW"
"Vehicle",""
"Racer","Clara"
"Championship",""
"Comment",""
"Date","Saturday, June 1, 2024"
"Time","12:45 PM"
"Sample Rate","20"
"Duration","920"
"Segment","Session"
"Beacon Markers","146.928","224.337","292.694","360.809","429.482","497.196","564.691","632.868","701.626","769.775","838.49","920"
"Segment Times","2:26.928","1:17.409","1:08.357","1:08.115","1:08.673","1:07.714","1:07.495","1:08.177","1:08.758","1:08.149","1:08.715","1:21.510"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","Logger Temperature","Internal Batt","RPM"
"s","mph"," ","g","g","deg","deg","deg/s","ft","ft","mph","ft","deg","deg","°C","V","rpm"

"0.000","0.0316","6","0.0000","0.0000","-75.1022","-119.2641","0.0000","4704.7581","0.6562","0.1700","32808.3990","39.10873751","-108.49139748","37.8","4.1","2699"
"0.050","0.0316","6","0.0000","0.0000","-75.1022","-119.2641","0.0000","4704.7581","0.6562","0.1700","32808.3990","39.10873751","-108.49139748","37.8","4.1","2736"
"0.100","0.0316","6","0.0000","0.0000","-75.1022","-119.2641","0.0000","4704.7581","0.6562","0.1700","32808.3990","39.10873751","-108.49139748","37.8","4.1","2727"
"0.150","0.0316","6","0.0000","0.0000","-75.1022","-119.2641","0.0000","4704.7581","0.6562","0.1700","32808.3990","39.10873751","-108.49139748","37.8","4.1","2686"
"0.200","0.0316","6","0.0000","0.0000","-75.1022","-119.2641","0.0000","4704.7581","0.6562","0.1700","32808.3990","39.10873751","-108.49139748","37.8","4.1","2669"
"0.250","0.1097","6","0.0000","0.0000","-13.9231","-15.5433","0.0000","4704.6475","0.6562","0.1800","32808.3990","39.10873647","-108.49139607","37.8","4.1","2670"
"0.300","0.0873","6","0.0000","0.0000","-27.9284","-20.1609","0.0000","4704.3840","0.6562","0.1800","32808.3990","39.10873548","-108.49139536","37.8","4.1","2702"
"0.350","0.0518","6","0.0000","0.0000","-44.1398","-26.6379","0.0000","4704.2182","0.6562","0.1800","32808.3990","39.10873466","-108.49139506","37.8","4.1","2688"
"0.400","0.0911","6","0.0000","0.0000","-48.9238","-21.5564","0.0000","4704.7536","0.6562","0.3648","32808.3990","39.10873662","-108.49140215","37.8","4.1","2648"
"0.450","0.5635","6","0.0000","0.0000","-74.9402","2.0633","0.0000","4715.0115","0.6486","1.9062","32808.3990","39.10877036","-108.49149099","37.8","4.1","2647"
"0.500","0.5235","6","0.0000","0.0000","-9.5426","-122.7466","0.0000","4715.5802","0.5665","0.4512","32808.3990","39.10876833","-108.49149079","37.8","4.1","2665"
"0.550","0.5380","6","0.0000","0.0000","-8.4601","-150.0618","0.0000","4717.4673","0.4454","0.3038","32808.3990","39.10876650","-108.49148942","37.8","4.1","2698"
"0.600","0.4242","6","0.0000","0.0000","-48.2115","-68.5027","0.0000","4717.8706","0.3757","0.6062","32808.3990","39.10876549","-108.49148561","37.8","4.1","2683"
"0.650","0.2162","6","0.0000","0.0000","-38.6573","105.3594","0.0000","4718.5058","0.3297","0.5688","32808.3990","39.10876400","-108.49148211","37.8","4.1","2581"
"0.700","0.1641","6","0.0000","0.0000","-81.8352","9.7349","0.0000","4719.3596","0.2947","0.5938","32808.3990","39.10876348","-108.49148040","37.8","4.1","2613"
"0.750","0.3927","7","0.0000","0.0000","-70.0529","-145.9643","0.0000","4719.8739","0.2682","0.5350","32808.3990","39.10876412","-108.49147923","37.8","4.1","2472"
"0.800","0.3536","7","0.0000","0.0000","-58.4857","-142.3426","0.0000","4720.8082","0.2481","0.4512","32808.3990","39.10876502","-108.49147848","37.8","4.1","2310"
"0.850","0.1313","7","0.0000","0.0000","5.8757","43.2879","0.0000","4721.4879","0.2329","0.2763","32808.3990","39.10876568","-108.49147766","37.8","4.1","2270"
"0.900","0.0991","7","0.0000","0.0000","23.5957","161.6720","0.0000","4722.0073","0.2207","0.1937","32808.3990","39.10876650","-108.49147657","37.8","4.1","2139"
"0.950","0.1170","8","0.0000","0.0000","-11.4880","-150.7074","0.0000","4721.9921","0.2103","0.1800","32808.3990","39.10876714","-108.49147557","37.8","4.1","2036"
"1.000","0.1761","8","0.0000","0.0000","-10.0233","-158.7558","0.0000","4722.0425","0.2012","0.1800","32808.3990","39.10876793","-108.49147481","37.8","4.1","1963"
"1.050","0.2857","8","0.0000","0.0000","-28.9617","52.9450","0.0000","4722.0453","0.1930","0.2488","32808.3990","39.10876850","-108.49147412","37.8","4.1","1922"
"1.100","0.1970","8","0.0000","0.0000","-36.8615","-127.6335","0.0000","4721.8323","0.1857","0.2900","32808.3990","39.10876873","-108.49147374","37.8","4.1","1806"
"1.150","0.0361","8","0.0000","0.0000","-15.9484","-76.2085","0.0000","4721.8002","0.1792","0.2150","32808.3990","39.10876906","-108.49147322","37.8","4.1","1773"
"1.200","0.0503","8","0.0000","0.0000","26.6734","-6.6707","0.0000","4721.3557","0.1735","0.1838","32808.3990","39.10876943","-108.49147266","37.8","4.1","1695"
"1.250","0.0660","8","0.0000","0.0000","3.3532","113.0451","0.0000","4721.0465","0.1681","0.2150","32808.3990","39.10876969","-108.49147202","37.8","4.1","1620"
"1.300","0.0764","8","0.0000","0.0000","-37.3556","81.6517","0.0000","4720.8022","0.1632","0.2562","32808.3990","39.10876998","-108.49147130","37.8","4.1","1603"
"1.350","0.0544","8","0.0000","0.0000","-29.2612","-109.3758","0.0000","4720.3825","0.1598","0.2518","32808.3990","39.10877013","-108.49147102","37.8","4.1","1520"
"1.400","0.0224","8","0.0000","0.0000","-47.3821","-27.9333","0.0000","4719.8939","0.1558","0.2800","32808.3990","39.10877047","-108.49147057","37.8","4.1","1418"
"1.450","0.0921","8","0.0000","0.0000","-18.2231","83.8669","0.0000","4719.6360","0.1518","0.1800","32808.3990","39.10877079","-108.49147016","37.8","4.1","1437"
"1.500","0.1561","8","0.0000","0.0000","-36.3497","128.5920","0.0000","4719.4549","0.1481","0.2200","32808.3990","39.10877105","-108.49146979","37.8","4.1","1480"
"1.550","0.2406","8","0.0000","0.0000","-47.2274","-92.3005","0.0000","4719.2042","0.1444","0.2675","32808.3990","39.10877137","-108.49146950","37.8","4.1","1410"
"1.600","0.1205","8","0.0000","0.0000","-53.7650","-96.0437","0.0000","4719.1838","0.1414","0.2600","32808.3990","39.10877183","-108.49146915","37.8","4.1","1358"
"1.650","0.0487","8","0.0000","0.0000","-14.4687","-18.6658","0.0000","4719.2183","0.1383","0.2050","32808.3990","39.10877221","-108.49146868","37.8","4.1","1423"
"1.700","0.0885","8","0.0000","0.0000","-31.4526","145.4196","0.0000","4719.4205","0.1357","0.2150","32808.3990","39.10877240","-108.49146824","37.8","4.1","1320"
"1.750","0.1100","8","0.0000","0.0000","-18.2849","146.8792","0.0000","4719.8058","0.1330","0.1800","32808.3990","39.10877253","-108.49146780","37.8","4.1","1225"
"1.800","0.0500","8","0.0000","0.0000","-27.0088","-151.5730","0.0000","4720.2704","0.1309","0.2100","32808.3990","39.10877265","-108.49146765","37.8","4.1","1232"
"1.850","0.1143","8","0.0000","0.0000","-17.8818","-90.3229","0.0000","4720.8350","0.1288","0.1800","32808.3990","39.10877290","-108.49146738","37.8","4.1","1190"
"1.900","0.0995","8","0.0000","0.0000","-30.7484","6.8714","0.0000","4721.4895","0.1265","0.1800","32808.3990","39.10877318","-108.49146704","37.8","4.1","1186"
"1.950","0.1484","8","0.0000","0.0000","13.6091","36.5265","0.0000","4722.1631","0.1247","0.1725","32808.3990","39.10877359","-108.49146654","37.8","4.1","1133"
"2.000","0.0975","8","0.0000","0.0000","28.8025","96.2898","0.0000","4722.5628","0.1227","0.1900","32808.3990","39.10877380","-108.49146611","37.8","4.1","1106"
"2.050","0.0571","8","0.0000","0.0000","8.9127","38.5942","0.0000","4722.9424","0.1207","0.1750","32808.3990","39.10877406","-108.49146577","37.8","4.1","1036"
"2.100","0.0352","8","0.0000","0.0000","-43.4007","-48.7082","0.0000","4723.1859","0.1191","0.1950","32808.3990","39.10877433","-108.49146538","37.8","4.1","1036"
"2.150","0.0490","8","0.0000","0.0000","-55.8011","31.6725","0.0000","4723.4379","0.1175","0.2075","32808.3990","39.10877449","-108.49146504","37.8","4.1","1072"
"2.200","0.0548","8","0.0000","0.0000","-49.3674","81.9847","0.0000","4723.8804","0.1158","0.2100","32808.3990","39.10877446","-108.49146508","37.8","4.1","1058"
"2.250","0.0391","8","0.0000","0.0000","-0.9090","58.5652","0.0000","4724.3830","0.1142","0.1700","32808.3990","39.10877444","-108.49146523","37.8","4.1","1094"
"2.300","0.0270","8","0.0000","0.0000","11.6625","-67.9118","0.0000","4724.6001","0.1125","0.1800","32808.3990","39.10877436","-108.49146537","37.8","4.1","1082"
"2.350","0.0636","9","0.0000","0.0000","-55.2758","-34.0685","0.0000","4724.4699","0.1109","0.2050","32808.3990","39.10877436","-108.49146549","37.8","4.1","1362"
"2.400","0.1118","9","0.0000","0.0000","-39.6748","47.6005","0.0000","4724.4127","0.1093","0.1900","32808.3990","39.10877432","-108.49146541","37.8","4.1","1788"
"2.450","0.0847","9","0.0000","0.0000","-42.1396","65.2715","0.0000","4724.2172","0.1079","0.1850","32808.3990","39.10877443","-108.49146562","37.8","4.1","1892"
"2.500","0.0764","9","0.0000","0.0000","-55.2179","126.7602","0.0000","4723.9841","0.1065","0.2000","32808.3990","39.10877440","-108.49146570","37.8","4.1","2104"
"2.550","0.1107","9","0.0000","0.0000","-60.2101","146.4263","0.0000","4723.6197","0.1052","0.2075","32808.3990","39.10877440","-108.49146573","37.8","4.1","2277"
"2.600","0.1049","9","0.0000","0.0000","-63.7748","66.0019","0.0000","4723.2905","0.1037","0.2000","32808.3990","39.10877450","-108.49146563","37.8","4.1","2460"
"2.650","0.1567","9","0.0000","0.0000","-50.4286","-82.8052","0.0000","4722.8107","0.1021","0.1950","32808.3990","39.10877458","-108.49146561","37.8","4.1","2375"
"2.700","0.2396","8","0.0000","0.0000","-29.3794","176.3537","0.0000","4722.5452","0.1009","0.1750","32808.3990","39.10877483","-108.49146531","37.8","4.1","2233"
"2.750","0.1319","8","0.0000","0.0000","-43.4720","92.6882","0.0000","4722.2532","0.0997","0.1775","32808.3990","39.10877522","-108.49146498","37.8","4.1","2098"
"2.800","0.0895","8","0.0000","0.0000","-47.3821","-27.9333","0.0000","4721.8964","0.0984","0.1900","32808.3990","39.10877575","-108.49146469","37.8","4.1","2044"
"2.850","0.1539","8","0.0000","0.0000","-52.8144","-88.9319","0.0000","4721.5411","0.0972","0.1950","32808.3990","39.10877591","-108.49146432","37.8","4.1","1968"
"2.900","0.1956","8","0.0000","0.0000","-42.5052","149.0232","0.0000","4721.3224","0.0961","0.1850","32808.3990","39.10877616","-108.49146392","37.8","4.1","1877"
"2.950","0.2083","8","0.0000","0.0000","-57.5608","26.6719","0.0000","4721.0805","0.0951","0.1825","32808.3990","39.10877665","-108.49146360","37.8","4.1","1812"
"3.000","0.2116","8","0.0000","0.0000","-64.0931","-118.9954","0.0000","4720.1955","0.0902","0.1800","32808.3990","39.10877839","-108.49146190","37.8","4.1","1810"
"3.050","0.2205","8","0.0000","0.0000","-77.9859","33.0820","0.0000","4720.1198","0.0894","0.1725","32808.3990","39.10877867","-108.49146150","37.8","4.1","1749"
"3.100","0.2388","8","0.0000","0.0000","-68.8277","125.0776","0.0000","4720.1122","0.0886","0.1700","32808.3990","39.10877881","-108.49146130","37.8","4.1","1683"
"3.150","0.2072","8","0.0000","0.0000","-61.1620","141.8833","0.0000","4720.3244","0.0878","0.1700","32808.3990","39.10877917","-108.49146105","37.8","4.1","1660"
"3.200","0.2587","8","0.0000","0.0000","-37.1039","-1.9161","0.0000","4720.4746","0.0873","0.1700","32808.3990","39.10877933","-108.49146080","37.8","4.1","1672"
"3.250","0.2269","8","0.0000","0.0000","-59.1809","83.0139","0.0000","4720.4698","0.0865","0.1700","32808.3990","39.10877958","-108.49146072","37.8","4.1","1649"
"3.300","0.1304","8","0.0000","0.0000","-72.8538","-67.3055","0.0000","4720.7077","0.0856","0.1600","32808.3990","39.10877992","-108.49146056","37.8","4.1","1643"
"3.350","0.0991","8","0.0000","0.0000","-74.1051","-125.4453","0.0000","4720.8050","0.0851","0.1600","32808.3990","39.10878008","-108.49146033","37.8","4.1","1602"
"3.400","0.1084","8","0.0000","0.0000","-74.6861","-22.9879","0.0000","4720.7806","0.0843","0.1500","32808.3990","39.10878028","-108.49146011","37.8","4.1","1579"
"3.450","0.1134","8","0.0000","0.0000","-59.1245","150.8214","0.0000","4720.7898","0.0837","0.1550","32808.3990","39.10878049","-108.49145985","37.8","4.1","1654"
"3.500","0.1205","8","0.0000","0.0000","-29.6214","-156.0986","0.0000","4720.8739","0.0830","0.1600","32808.3990","39.10878070","-108.49145965","37.8","4.1","1628"
"3.550","0.0940","8","0.0000","0.0000","-46.0983","-101.0496","0.0000","4720.8891","0.0822","0.1500","32808.3990","39.10878085","-108.49145952","37.8","4.1","1617"
"3.600","0.1590","8","0.0000","0.0000","-24.2261","-43.1545","0.0000","4720.9067","0.0814","0.1450","32808.3990","39.10878115","-108.49145938","37.8","4.1","1694"
"3.650","0.1647","8","0.0000","0.0000","-35.3397","47.6827","0.0000","4720.9548","0.0808","0.1325","32808.3990","39.10878140","-108.49145909","37.8","4.1","1572"
"3.700","0.1342","8","0.0000","0.0000","-39.1084","180.0000","0.0000","4721.1510","0.0801","0.1500","32808.3990","39.10878160","-108.49145903","37.8","4.1","1567"
"3.750","0.0766","8","0.0000","0.0000","-43.1349","-143.5294","0.0000","4721.3521","0.0792","0.1500","32808.3990","39.10878190","-108.49145893","37.8","4.1","1552"
"3.800","0.1135","8","0.0000","0.0000","-27.3079","-137.4320","0.0000","4721.3977","0.0786","0.1500","32808.3990","39.10878209","-108.49145894","37.8","4.1","1578"
"3.850","0.1532","8","0.0000","0.0000","-34.2825","99.7567","0.0000","4721.4001","0.0779","0.1500","32808.3990","39.10878220","-108.49145878","37.8","4.1","1549"
"3.900","0.1803","8","0.0000","0.0000","-41.0294","171.0292","0.0000","4721.5007","0.0774","0.1500","32808.3990","39.10878232","-108.49145866","37.8","4.1","1492"
"3.950","0.2903","8","0.0000","0.0000","-13.4249","68.8077","0.0000","4721.6356","0.0763","0.1300","32808.3990","39.10878269","-108.49145833","37.8","4.1","1566"
"4.000","0.2588","8","0.0000","0.0000","-17.3394","51.2138","0.0000","4721.7534","0.0755","0.1250","32808.3990","39.10878286","-108.49145815","37.8","4.1","1604"
"4.050","0.1150","8","0.0000","0.0000","-47.5987","47.2710","0.0000","4721.7306","0.0746","0.1200","32808.3990","39.10878300","-108.49145800","37.8","4.1","1499"
"4.100","0.1501","8","0.0000","0.0000","-32.8747","-128.1943","0.0000","4721.6957","0.0741","0.1400","32808.3990","39.10878317","-108.49145786","37.8","4.1","1596"
"4.150","0.2502","8","0.0000","0.0000","-21.3488","-76.2484","0.0000","4721.7458","0.0733","0.1425","32808.3990","39.10878320","-108.49145764","37.8","4.1","1626"
"4.200","0.1141","8","0.0000","0.0000","-33.0825","118.0344","0.0000","4721.7478","0.0727","0.1350","32808.3990","39.10878346","-108.49145740","37.8","4.1","1536"
"4.250","0.1134","8","0.0000","0.0000","-18.6564","22.2647","0.0000","4721.7994","0.0720","0.1275","32808.3990","39.10878378","-108.49145714","37.8","4.1","1644"
"4.300","0.1803","8","0.0000","0.0000","-12.5627","-0.0465","0.0000","4721.7850","0.0715","0.1400","32808.3990","39.10878401","-108.49145691","37.8","4.1","1628"
"4.350","0.0680","8","0.0000","0.0000","-51.4976","-31.7120","0.0000","4721.7021","0.0708","0.1300","32808.3990","39.10878408","-108.49145688","37.8","4.1","1501"
"4.400","0.0801","8","0.0000","0.0000","-51.4761","68.4759","0.0000","4721.7005","0.0704","0.1350","32808.3990","39.10878420","-108.49145685","37.8","4.1","1565"
"4.450","0.0599","8","0.0000","0.0000","-41.5749","153.7116","0.0000","4721.7786","0.0697","0.1475","32808.3990","39.10878432","-108.49145666","37.8","4.1","1603"
"4.500","0.0807","8","0.0000","0.0000","-15.2122","-15.8725","0.0000","4721.8082","0.0692","0.1500","32808.3990","39.10878454","-108.49145654","37.8","4.1","1564"
"4.550","0.1033","8","0.0000","0.0000","-26.7594","-37.5777","0.0000","4721.8671","0.0687","0.1500","32808.3990","39.10878478","-108.49145643","37.8","4.1","1533"
"4.600","0.1544","8","0.0000","0.0000","-13.1443","-52.6893","0.0000","4721.9300","0.0681","0.1550","32808.3990","39.10878491","-108.49145647","37.8","4.1","1468"
"4.650","0.1220","8","0.0000","0.0000","-19.2315","-52.9508","0.0000","4721.9865","0.0677","0.1525","32808.3990","39.10878504","-108.49145642","37.8","4.1","1596"
"4.700","0.0500","8","0.0000","0.0000","-33.2387","-57.8089","0.0000","4722.0057","0.0673","0.1400","32808.3990","39.10878503","-108.49145625","37.8","4.1","1600"
"4.750","0.1346","8","0.0000","0.0000","-20.0085","91.2600","0.0000","4722.0113","0.0668","0.1350","32808.3990","39.10878516","-108.49145598","37.8","4.1","1552"
"4.800","0.1883","8","0.0000","0.0000","-6.5257","-37.3093","0.0000","4722.1006","0.0663","0.1450","32808.3990","39.10878528","-108.49145587","37.8","4.1","1751"
"4.850","0.1457","8","0.0000","0.0000","11.3738","-120.8819","0.0000","4722.1899","0.0657","0.1400","32808.3990","39.10878540","-108.49145603","37.8","4.1","1741"
"4.900","0.1141","9","0.0000","0.0000","24.8269","-62.6548","0.0000","4722.0770","0.0653","0.1500","32808.3990","39.10878545","-108.49145618","37.8","4.1","1728"
"4.950","0.1325","9","0.0000","0.0000","19.0220","-55.3000","0.0000","4721.8683","0.0650","0.1350","32808.3990","39.10878542","-108.49145618","37.8","4.1","1810"
"5.000","0.2162","9","0.0000","0.0000","4.7737","10.4052","0.0000","4721.6733","0.0646","0.1450","32808.3990","39.10878530","-108.49145614","37.8","4.1","1682"
"5.050","0.0900","9","0.0000","0.0000","23.5822","-97.0471","0.0000","4721.4951","0.0641","0.1400","32808.3990","39.10878541","-108.49145624","37.8","4.1","1745"
"5.100","0.0447","9","0.0000","0.0000","39.1084","0.0000","0.0000","4721.3605","0.0636","0.1300","32808.3990","39.10878542","-108.49145622","37.8","4.1","1773"
"5.150","0.0500","9","0.0000","0.0000","64.9929","44.6818","0.0000","4721.2516","0.0636","0.1200","32808.3990","39.10878540","-108.49145628","37.8","4.1","1715"
"5.200","0.0586","9","0.0000","0.0000","54.6047","61.7689","0.0000","4721.1330","0.0632","0.1250","32808.3990","39.10878547","-108.49145625","37.8","4.1","1862"
"5.250","0.0860","9","0.0000","0.0000","40.4226","101.0131","0.0000","4721.0073","0.0627","0.1375","32808.3990","39.10878537","-108.49145628","37.8","4.1","1805"
"5.300","0.2074","9","0.0000","0.0000","12.8451","109.1413","0.0000","4720.8110","0.0623","0.1500","32808.3990","39.10878537","-108.49145622","37.8","4.1","1767"
"5.350","0.1839","9","0.0000","0.0000","12.5634","141.9066","0.0000","4720.6965","0.0619","0.1475","32808.3990","39.10878522","-108.49145619","37.8","4.1","1865"
"5.400","0.1265","9","0.0000","0.0000","9.5715","22.4879","0.0000","4720.6352","0.0615","0.1350","32808.3990","39.10878518","-108.49145633","37.8","4.1","1845"
"5.450","0.1230","9","0.0000","0.0000","12.4412","-44.8616","0.0000","4720.6540","0.0611","0.1450","32808.3990","39.10878532","-108.49145644","37.8","4.1","1915"
"5.500","0.2378","9","0.0000","0.0000","15.7296","-81.4370","0.0000","4720.7213","0.0607","0.1500","32808.3990","39.10878534","-108.49145666","37.8","4.1","1933"
"5.550","0.1143","9","0.0000","0.0000","14.2173","-136.8393","0.0000","4720.6404","0.0606","0.1300","32808.3990","39.10878520","-108.49145669","37.8","4.1","1903"
"5.600","0.1516","9","0.0000","0.0000","11.5380","-137.2700","0.0000","4720.6761","0.0602","0.1300","32808.3990","39.10878521","-108.49145678","37.8","4.1","1979"
"5.650","0.0772","9","0.0000","0.0000","12.8237","-111.9734","0.0000","4720.6961","0.0598","0.1525","32808.3990","39.10878516","-108.49145688","37.8","4.1","1884"
"5.700","0.1963","9","0.0000","0.0000","6.6942","-78.4435","0.0000","4720.7537","0.0597","0.1600","32808.3990","39.10878527","-108.49145710","37.8","4.1","1947"
"5.750","0.0897","9","0.0000","0.0000","12.9548","-58.6858","0.0000","4720.8050","0.0593","0.1625","32808.3990","39.10878512","-108.49145704","37.8","4.1","1943"
"5.800","0.0930","9","0.0000","0.0000","13.1965","30.9524","0.0000","4720.9364","0.0591","0.1400","32808.3990","39.10878521","-108.49145709","37.8","4.1","1824"
"5.850","0.1354","9","0.0000","0.0000","11.3498","49.4646","0.0000","4721.0958","0.0588","0.1400","32808.3990","39.10878532","-108.49145704","37.8","4.1","1927"
"5.900","0.1566","9","0.0000","0.0000","16.5376","81.7947","0.0000","4721.2792","0.0584","0.1500","32808.3990","39.10878537","-108.49145713","37.8","4.1","1879"
"5.950","0.0796","9","0.0000","0.0000","20.9958","52.3631","0.0000","4721.3897","0.0583","0.1550","32808.3990","39.10878533","-108.49145723","37.8","4.1","1978"
"6.000","0.0848","9","0.0000","0.0000","10.8147","-63.4245","0.0000","4721.5519","0.0579","0.1650","32808.3990","39.10878534","-108.49145742","37.8","4.1","1996"
"6.050","0.0787","9","0.0000","0.0000","0.4823","-86.3207","0.0000","4721.7257","0.0577","0.1600","32808.3990","39.10878533","-108.49145750","37.8","4.1","1965"
"6.100","0.0548","9","0.0000","0.0000","6.5537","15.0328","0.0000","4721.8739","0.0574","0.1400","32808.3990","39.10878544","-108.49145746","37.8","4.1","2051"
"6.150","0.0458","9","0.0000","0.0000","13.6109","-115.9729","0.0000","4722.0469","0.0570","0.1200","32808.3990","39.10878546","-108.49145746","37.8","4.1","2030"
"6.200","0.1000","9","0.0000","0.0000","18.3332","-148.7395","0.0000","4722.1727","0.0566","0.1200","32808.3990","39.10878541","-108.49145742","37.8","4.1","2134"
"6.250","0.0545","9","0.0000","0.0000","35.5731","-34.8317","0.0000","4722.2384","0.0564","0.1200","32808.3990","39.10878549","-108.49145738","37.8","4.1","2085"
"6.300","0.0922","9","0.0000","0.0000","-4.9211","67.4360","0.0000","4722.1346","0.0561","0.1300","32808.3990","39.10878555","-108.49145713","37.8","4.1","2054"
"6.350","0.0730","9","0.0000","0.0000","4.6941","18.4491","0.0000","4722.0786","0.0558","0.1350","32808.3990","39.10878553","-108.49145717","37.8","4.1","2097"
"6.400","0.0763","9","0.0000","0.0000","-0.2548","-107.6051","0.0000","4722.0449","0.0556","0.1400","32808.3990","39.10878552","-108.49145720","37.8","4.1","2002"
"6.450","0.0760","9","0.0000","0.0000","0.9573","-143.7513","0.0000","4722.0149","0.0552","0.1300","32808.3990","39.10878559","-108.49145706","37.8","4.1","1997"
"6.500","0.0671","9","0.0000","0.0000","14.2481","-101.9131","0.0000","4722.0253","0.0551","0.1400","32808.3990","39.10878568","-108.49145702","37.8","4.1","1987"
"6.550","0.0411","9","0.0000","0.0000","6.8204","-49.6896","0.0000","4721.9624","0.0548","0.1525","32808.3990","39.10878570","-108.49145708","37.8","4.1","2056"
"6.600","0.0354","9","0.0000","0.0000","13.8939","-57.6826","0.0000","4722.0397","0.0546","0.1250","32808.3990","39.10878571","-108.49145707","37.8","4.1","2003"
"6.650","0.1443","9","0.0000","0.0000","15.6153","-88.4672","0.0000","4722.1110","0.0545","0.1425","32808.3990","39.10878572","-108.49145726","37.8","4.1","1902"
"6.700","0.1629","9","0.0000","0.0000","1.9764","-91.6075","0.0000","4722.1154","0.0541","0.1500","32808.3990","39.10878571","-108.49145731","37.8","4.1","1808"
"6.750","0.1342","9","0.0000","0.0000","7.8047","-89.7909","0.0000","4722.0950","0.0538","0.1425","32808.3990","39.10878576","-108.49145722","37.8","4.1","1860"
"6.800","0.0959","10","0.0000","0.0000","13.0076","-13.9064","0.0000","4722.0325","0.0536","0.1400","32808.3990","39.10878584","-108.49145724","37.8","4.1","1786"
"6.850","0.0689","10","0.0000","0.0000","3.9122","78.5167","0.0000","4721.8932","0.0535","0.1450","32808.3990","39.10878583","-108.49145712","37.8","4.1","1700"
"6.900","0.1379","10","0.0000","0.0000","-2.6455","112.3960","0.0000","4721.7370","0.0531","0.1600","32808.3990","39.10878574","-108.49145706","37.8","4.1","1672"
"6.950","0.0822","10","0.0000","0.0000","-6.8204","85.3104","0.0000","4721.7494","0.0531","0.1525","32808.3990","39.10878577","-108.49145708","37.8","4.1","1626"
"7.000","0.0000","10","0.0000","0.0000","0.0000","0.0000","0.0000","4721.7862","0.0528","0.1300","32808.3990","39.10878586","-108.49145717","37.8","4.1","1556"
"7.050","0.0168","10","0.0000","0.0000","-35.5366","-20.9500","0.0000","4721.7586","0.0526","0.1525","32808.3990","39.10878584","-108.49145728","37.8","4.1","1528"
"7.100","0.0922","10","0.0000","0.0000","4.9211","-112.5640","0.0000","4721.7494","0.0525","0.1300","32808.3990","39.10878583","-108.49145731","37.8","4.1","1763"
"7.150","0.1366","10","0.0000","0.0000","-8.1723","161.0737","0.0000","4721.7330","0.0522","0.1525","32808.3990","39.10878575","-108.49145728","37.8","4.1","2076"
"7.200","0.1129","10","0.0000","0.0000","-2.3576","111.4083","0.0000","4721.7714","0.0520","0.1550","32808.3990","39.10878572","-108.49145720","37.8","4.1","2464"
"7.250","0.0345","10","0.0000","0.0000","-10.6973","81.0561","0.0000","4721.8291","0.0518","0.1350","32808.3990","39.10878583","-108.49145724","37.8","4.1","2799"
"7.300","0.0224","10","0.0000","0.0000","-39.1084","180.0000","0.0000","4721.8715","0.0515","0.1500","32808.3990","39.10878579","-108.49145731","37.8","4.1","2556"
"7.350","0.1255","10","0.0000","0.0000","0.0771","95.8179","0.0000","4721.9536","0.0514","0.1450","32808.3990","39.10878575","-108.49145726","37.8","4.1","2357"
"7.400","0.0336","10","0.0000","0.0000","-0.3194","-74.1138","0.0000","4721.9917","0.0512","0.1350","32808.3990","39.10878581","-108.49145733","37.8","4.1","2205"
"7.450","0.0168","10","0.0000","0.0000","-35.5366","-20.9500","0.0000","4722.0141","0.0509","0.1475","32808.3990","39.10878582","-108.49145740","37.8","4.1","2130"
"7.500","0.0316","10","0.0000","0.0000","20.2621","107.4635","0.0000","4722.1567","0.0509","0.1500","32808.3990","39.10878585","-108.49145731","37.8","4.1","2069"
"7.550","0.0765","10","0.0000","0.0000","10.9996","54.2393","0.0000","4722.2115","0.0508","0.1525","32808.3990","39.10878584","-108.49145741","37.8","4.1","1990"
"7.600","0.0761","10","0.0000","0.0000","-6.0291","-154.6658","0.0000","4722.2192","0.0505","0.1300","32808.3990","39.10878577","-108.49145748","37.8","4.1","1870"
"7.650","0.0655","10","0.0000","0.0000","-6.2914","-159.8165","0.0000","4722.3101","0.0503","0.1300","32808.3990","39.10878577","-108.49145748","37.8","4.1","1800"
"7.700","0.0807","10","0.0000","0.0000","6.6990","-10.2039","0.0000","4722.3890","0.0502","0.1500","32808.3990","39.10878591","-108.49145760","37.8","4.1","2139"
"7.750","0.0927","10","0.0000","0.0000","15.5609","-7.8405","0.0000","4722.4727","0.0501","0.1500","32808.3990","39.10878596","-108.49145754","37.8","4.1","2496"
"7.800","0.0604","10","0.0000","0.0000","21.7718","77.9921","0.0000","4722.4627","0.0499","0.1550","32808.3990","39.10878598","-108.49145749","37.8","4.1","2698"
"7.850","0.0600","10","0.0000","0.0000","8.7194","165.7947","0.0000","4722.4550","0.0496","0.1450","32808.3990","39.10878591","-108.49145742","37.8","4.1","2799"
"7.900","0.0707","10","0.0000","0.0000","1.9495","-115.8133","0.0000","4722.4546","0.0495","0.1200","32808.3990","39.10878600","-108.49145757","37.8","4.1","2704"
