"Format","AiM CSV File"
"Session","CentennialT"
"Vehicle",""
"Racer","Clara"
"Championship",""
"Comment",""
"Date","Sunday, August 18, 2024"
"Time","4:28 PM"
"Sample Rate","20"
"Duration","821"
"Segment","Session"
"Beacon Markers","88.837","160.94","233.542","304.878","375.73","446.924","517.738","589.152","660.717","732.679","821"
"Segment Times","1:28.837","1:12.103","1:12.602","1:11.336","1:10.852","1:11.194","1:10.814","1:11.414","1:11.565","1:11.962","1:28.321"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","Logger Temperature","Internal Batt","RPM"
"s","mph"," ","g","g","deg","deg","deg/s","ft","ft","mph","ft","deg","deg","°C","V","rpm"

"120.000","34.8161","14","1.0194","-0.2387","0.1484","42.4461","36.4019","5739.8590","0.0161","0.1155","80.3730","39.57085574","-104.83041849","37.2","4.0","4282"
"120.050","34.6841","14","1.0585","-0.2806","0.1299","44.8828","38.1005","5739.8174","0.0161","0.1360","76.4985","39.57086012","-104.83041167","37.2","4.0","4210"
"120.100","34.6627","14","1.0941","-0.2899","0.1012","47.0602","39.7511","5739.7601","0.0161","0.1400","73.2770","39.57086437","-104.83040466","37.2","4.0","4105"
"120.150","34.1084","14","1.1176","-0.2623","0.0874","48.7544","40.9936","5739.7433","0.0161","0.1400","69.9197","39.57086850","-104.83039775","37.2","4.0","4028"
"120.200","33.5845","14","1.0995","-0.2490","0.0744","50.5981","40.6856","5739.6968","0.0161","0.1400","69.3669","39.57087226","-104.83039078","37.2","4.0","4054"
"120.250","33.2206","14","1.0563","-0.2622","0.0919","52.7386","39.4221","5739.7409","0.0161","0.1400","70.8143","39.57087571","-104.83038359","37.2","4.0","4055"
"120.300","33.0069","14","1.0324","-0.2701","0.1239","55.0899","38.8856","5739.7869","0.0161","0.1500","71.3295","39.57087899","-104.83037616","37.2","4.0","3972"
"120.350","32.9438","14","1.0254","-0.2524","0.1320","56.7323","38.9831","5739.8182","0.0161","0.1530","71.0152","39.57088216","-104.83036875","37.2","4.0","3962"
"120.400","32.5562","13","1.0265","-0.2466","0.1669","58.4963","39.3701","5739.9159","0.0161","0.1600","69.4899","39.57088517","-104.83036136","37.2","4.0","3940"
"120.450","32.3562","13","1.0447","-0.2709","0.1884","60.5615","40.4234","5739.9804","0.0161","0.1600","67.2634","39.57088781","-104.83035382","37.2","4.0","3880"
"120.500","32.0160","13","1.0931","-0.2939","0.2106","62.4641","42.7131","5740.0236","0.0161","0.1500","62.9884","39.57089033","-104.83034634","37.2","4.0","3862"
"120.550","31.5286","13","1.1474","-0.2897","0.2396","64.4936","45.3164","5740.1214","0.0161","0.1530","58.4660","39.57089237","-104.83033886","37.2","4.0","3852"
"120.600","31.2188","13","1.1761","-0.2896","0.2211","67.1393","46.9446","5740.1174","0.0161","0.1545","55.8836","39.57089417","-104.83033128","37.2","4.0","3798"
"120.650","30.8868","12","1.2047","-0.3066","0.1859","70.0512","48.6142","5740.1161","0.0161","0.1500","53.3905","39.57089563","-104.83032372","37.2","4.0","3748"
"120.700","30.5228","12","1.2440","-0.2936","0.2078","72.4652","50.7817","5740.1354","0.0161","0.1500","50.5093","39.57089691","-104.83031604","37.2","4.0","3705"
"120.750","30.2152","13","1.2512","-0.2446","0.1671","75.1260","51.6374","5740.0961","0.0161","0.1500","49.1717","39.57089780","-104.83030844","37.2","4.0","3666"
"120.800","29.9299","13","1.2155","-0.2220","0.1031","77.7246","50.6372","5740.0092","0.0161","0.1445","49.6695","39.57089852","-104.83030084","37.2","4.0","3686"
"120.850","29.5412","14","1.1662","-0.2431","0.1047","79.7454","49.0195","5740.0000","0.0161","0.1480","50.6423","39.57089917","-104.83029326","37.2","4.0","3621"
"120.900","29.3152","14","1.1302","-0.2724","0.1435","82.1254","47.9736","5739.9924","0.0161","0.1500","51.3505","39.57089955","-104.83028580","37.2","4.0","3615"
"120.950","29.1548","14","1.0948","-0.2757","0.1353","84.3122","46.9739","5740.0240","0.0161","0.1530","52.1564","39.57089966","-104.83027824","37.2","4.0","3545"
"121.000","29.0533","14","1.0398","-0.2669","0.1251","86.8009","45.1085","5739.9952","0.0161","0.1600","54.1241","39.57089952","-104.83027069","37.2","4.0","3511"
"121.050","28.5830","14","0.9890","-0.2475","0.1278","89.2959","43.3700","5740.0128","0.0161","0.1520","55.3824","39.57089918","-104.83026343","37.2","4.0","3469"
"121.100","28.0540","14","0.9746","-0.2199","0.1976","91.0272","43.1726","5740.0989","0.0161","0.1395","54.6061","39.57089869","-104.83025632","37.2","4.0","3429"
"121.150","27.5109","14","0.9854","-0.1924","0.2327","93.5131","44.0440","5740.1234","0.0161","0.1330","52.4895","39.57089798","-104.83024941","37.2","4.0","3463"
"121.200","27.3838","14","0.9871","-0.1725","0.2531","96.2448","44.4772","5740.1358","0.0161","0.1345","51.7380","39.57089688","-104.83024248","37.2","4.0","3414"
"121.250","27.6331","14","0.9945","-0.1634","0.2186","98.2346","45.1406","5740.0701","0.0161","0.1300","51.4418","39.57089581","-104.83023543","37.2","4.0","3368"
"121.300","27.6598","14","1.0345","-0.1719","0.1686","99.5351","47.2949","5740.0361","0.0161","0.1310","49.1461","39.57089470","-104.83022843","37.2","4.0","3446"
"121.350","27.3189","15","1.0877","-0.1790","0.1551","101.9899","50.1156","5739.9940","0.0161","0.1500","45.8083","39.57089312","-104.83022168","37.2","4.0","3481"
"121.400","27.0804","14","1.1239","-0.1514","0.1641","104.6999","52.1906","5739.9596","0.0161","0.1610","43.6030","39.57089130","-104.83021519","37.2","4.0","3483"
"121.450","26.7727","13","1.1421","-0.1164","0.2532","108.3146","53.4040","5740.0761","0.0161","0.1780","42.1282","39.57088913","-104.83020896","37.2","4.0","3484"
"121.500","26.4911","13","1.1855","-0.1044","0.2927","111.4086","55.7422","5740.1678","0.0161","0.1695","39.9365","39.57088665","-104.83020290","37.2","4.0","3489"
"121.550","26.4028","13","1.2398","-0.1213","0.2836","113.8303","58.6133","5740.1374","0.0161","0.1570","37.8537","39.57088409","-104.83019691","37.2","4.0","3516"
"121.600","26.0592","13","1.2693","-0.1443","0.3268","116.9977","60.3815","5740.1786","0.0161","0.1555","36.2670","39.57088130","-104.83019136","37.2","4.0","3584"
"121.650","26.0597","13","1.2972","-0.1515","0.3866","120.4044","62.1555","5740.2287","0.0161","0.1680","35.2325","39.57087823","-104.83018589","37.2","4.0","3497"
"121.700","26.1204","13","1.3058","-0.1270","0.3825","123.0345","63.0339","5740.2767","0.0161","0.1595","34.8224","39.57087505","-104.83018047","37.2","4.0","3456"
"121.750","25.9563","13","1.2558","-0.1079","0.3937","124.8249","61.0036","5740.2719","0.0161","0.1470","35.7554","39.57087181","-104.83017514","37.2","4.0","3481"
"121.800","25.6429","13","1.1826","-0.1171","0.3859","127.9873","57.7757","5740.2423","0.0161","0.1510","37.2971","39.57086826","-104.83017028","37.2","4.0","3495"
"121.850","25.4605","13","1.1137","-0.1234","0.3716","132.1065","54.7379","5740.2151","0.0161","0.1760","39.0870","39.57086448","-104.83016586","37.2","4.0","3575"
"121.900","25.3543","13","1.0476","-0.1160","0.3845","135.3137","51.8118","5740.2411","0.0161","0.1795","41.1223","39.57086051","-104.83016162","37.2","4.0","3556"
"121.950","25.0183","13","0.9814","-0.1091","0.4061","137.1725","48.8160","5740.2884","0.0161","0.1700","43.0676","39.57085665","-104.83015750","37.2","4.0","3448"
"122.000","24.8778","13","0.9095","-0.1190","0.4356","139.7610","45.4820","5740.3304","0.0161","0.1700","45.9650","39.57085253","-104.83015370","37.2","4.0","3386"
"122.050","24.8937","13","0.8528","-0.1400","0.5372","141.7972","42.9033","5740.4470","0.0161","0.1620","48.7588","39.57084841","-104.83014992","37.2","4.0","3494"
"122.100","24.7393","14","0.8387","-0.1599","0.6205","142.8924","42.4823","5740.5487","0.0161","0.1500","48.9366","39.57084437","-104.83014635","37.2","4.0","3420"
"122.150","24.4520","14","0.8509","-0.1623","0.5746","144.4426","43.4373","5740.4918","0.0161","0.1500","47.3048","39.57084023","-104.83014301","37.2","4.0","3380"
"122.200","24.2809","14","0.8912","-0.1670","0.5131","146.6074","45.8577","5740.3925","0.0161","0.1500","44.4945","39.57083595","-104.83014002","37.2","4.0","3475"
"122.250","24.0998","14","0.9761","-0.1771","0.4902","149.9274","50.6473","5740.3016","0.0161","0.1660","39.9863","39.57083139","-104.83013772","37.2","4.0","3403"
"122.300","23.9337","14","1.1026","-0.1612","0.4501","153.1630","57.7225","5740.2527","0.0161","0.1710","34.8433","39.57082679","-104.83013570","37.2","4.0","3433"
"122.350","23.6946","14","1.2143","-0.1053","0.3934","156.5544","64.0788","5740.1234","0.0161","0.1900","31.0734","39.57082205","-104.83013404","37.2","4.0","3397"
"122.400","23.5824","14","1.2765","-0.0636","0.3150","160.1829","67.7542","5739.9888","0.0161","0.1900","29.2486","39.57081722","-104.83013294","37.2","4.0","3399"
"122.450","23.4995","14","1.3125","-0.0454","0.3258","163.4779","69.9605","5739.9692","0.0161","0.1820","28.2267","39.57081240","-104.83013204","37.2","4.0","3403"
"122.500","23.5520","14","1.3297","-0.0050","0.3149","166.8896","71.1258","5739.9568","0.0161","0.1800","27.8262","39.57080758","-104.83013144","37.2","4.0","3386"
"122.550","23.6803","14","1.2868","0.0428","0.2466","170.2610","68.9302","5739.8690","0.0161","0.1800","28.8690","39.57080249","-104.83013118","37.2","4.0","3464"
"122.600","23.5735","14","1.1887","0.0665","0.2389","173.0634","63.6264","5739.8354","0.0161","0.1745","31.1345","39.57079766","-104.83013105","37.2","4.0","3466"
"122.650","23.4013","14","1.0580","0.0858","0.2769","175.4850","56.5169","5739.8963","0.0161","0.1620","34.7949","39.57079299","-104.83013108","37.2","4.0","3350"
"122.700","23.5884","14","0.9059","0.1218","0.3396","160.2651","48.2433","5739.9315","0.0161","0.1600","41.0881","39.57078805","-104.83013146","37.2","4.0","3372"
"122.750","23.8563","15","0.7472","0.1611","0.3734","-178.7553","39.5877","5740.0048","0.0161","0.1570","50.6404","39.57078317","-104.83013230","37.2","4.0","3444"
"122.800","23.9679","15","0.5771","0.1745","0.3949","-176.5300","30.3688","5740.0485","0.0161","0.1390","66.3217","39.57077825","-104.83013308","37.2","4.0","3486"
"122.850","24.2962","15","0.3969","0.1711","0.3726","-175.9173","20.7268","5740.0004","0.0161","0.1220","98.5052","39.57077326","-104.83013364","37.2","4.0","3476"
"122.900","24.6114","15","0.2245","0.1793","0.3093","-175.9138","11.6383","5739.8887","0.0161","0.1195","177.7046","39.57076815","-104.83013423","37.2","4.0","3477"
"122.950","24.6952","15","0.0730","0.1891","0.3082","-176.1787","3.7673","5739.8923","0.0161","0.1100","550.8551","39.57076310","-104.83013448","37.2","4.0","3418"
"123.000","24.7725","15","-0.0381","0.1969","0.3162","-176.5483","-1.9301","5739.9371","0.0161","0.1100","1078.5691","39.57075812","-104.83013478","37.2","4.0","3440"
"123.050","25.0615","15","-0.1143","0.1957","0.3352","-176.7111","-5.7647","5739.9019","0.0161","0.1100","365.3261","39.57075305","-104.83013521","37.2","4.0","3481"
"123.100","25.2345","15","-0.1625","0.1737","0.2963","-176.5276","-8.1298","5739.8855","0.0161","0.1105","260.8379","39.57074794","-104.83013560","37.2","4.0","3434"
"123.150","25.3739","15","-0.1753","0.1552","0.2740","-176.8605","-8.7105","5739.8839","0.0161","0.1200","244.7916","39.57074269","-104.83013585","37.2","4.0","3438"
"123.200","25.5210","15","-0.1494","0.1507","0.2816","-177.2561","-7.3804","5739.8422","0.0161","0.1200","290.5859","39.57073753","-104.83013619","37.2","4.0","3473"
"123.250","25.9081","15","-0.1060","0.1484","0.2762","-177.5414","-5.2037","5739.8330","0.0161","0.1200","418.3834","39.57073220","-104.83013639","37.2","4.0","3504"
"123.300","26.0641","15","-0.0865","0.1529","0.2580","-177.5653","-4.2170","5739.8242","0.0161","0.1195","519.3868","39.57072695","-104.83013661","37.2","4.0","3446"
"123.350","26.0920","15","-0.1049","0.1681","0.2791","-177.9204","-5.0741","5739.8654","0.0161","0.1100","432.1196","39.57072167","-104.83013682","37.2","4.0","3526"
"123.400","26.2596","15","-0.1244","0.1659","0.2810","-178.3815","-5.9804","5739.8722","0.0161","0.1100","368.9892","39.57071625","-104.83013694","37.2","4.0","3453"
"123.450","26.3843","15","-0.1327","0.1554","0.2607","-178.9016","-6.3363","5739.8706","0.0161","0.1100","349.9190","39.57071095","-104.83013693","37.2","4.0","3561"
"123.500","26.5629","15","-0.1225","0.1595","0.3019","-179.1482","-5.8142","5739.9379","0.0161","0.1100","383.9215","39.57070553","-104.83013703","37.2","4.0","3528"
"123.550","26.7694","15","-0.0913","0.1690","0.3444","-179.3033","-4.3043","5739.9780","0.0161","0.1100","522.6270","39.57070004","-104.83013704","37.2","4.0","3547"
"123.600","27.0355","14","-0.0620","0.1628","0.3427","-179.3098","-2.9049","5739.9860","0.0161","0.1100","782.1038","39.57069455","-104.83013713","37.2","4.0","3491"
"123.650","27.3529","14","-0.0489","0.1500","0.3183","-179.5204","-2.2721","5739.9411","0.0161","0.1100","1011.6596","39.57068892","-104.83013714","37.2","4.0","3462"
"123.700","27.4011","14","-0.0487","0.1480","0.3154","-179.5770","-2.2489","5739.9531","0.0161","0.1100","1023.8694","39.57068330","-104.83013722","37.2","4.0","3529"
"123.750","27.3883","14","-0.0521","0.1580","0.3355","-179.7459","-2.3921","5739.9588","0.0161","0.1100","962.1238","39.57067782","-104.83013715","37.2","4.0","3593"
"123.800","27.6807","14","-0.0551","0.1520","0.3411","-179.7400","-2.5161","5739.9984","0.0161","0.1100","924.4979","39.57067210","-104.83013723","37.2","4.0","3497"
"123.850","27.9043","14","-0.0619","0.1407","0.3568","-179.7591","-2.8076","5740.0425","0.0161","0.1100","835.1961","39.57066645","-104.83013722","37.2","4.0","3493"
"123.900","27.9104","14","-0.0692","0.1405","0.3434","-161.8750","-3.1228","5740.0168","0.0161","0.1200","751.0626","39.57066084","-104.83013722","37.2","4.0","3525"
"123.950","27.9878","14","-0.0722","0.1348","0.3815","179.6145","-3.2381","5740.0248","0.0161","0.1200","726.3178","39.57065509","-104.83013713","37.2","4.0","3591"
"124.000","28.2700","14","-0.0667","0.1365","0.3268","179.3170","-2.9791","5739.9724","0.0161","0.1200","797.4287","39.57064930","-104.83013696","37.2","4.0","3630"
"124.050","28.5186","14","-0.0552","0.1426","0.2703","179.1705","-2.4537","5739.9103","0.0161","0.1200","976.7002","39.57064346","-104.83013688","37.2","4.0","3625"
"124.100","28.7134","14","-0.0370","0.1499","0.2933","179.1539","-1.6324","5739.9015","0.0161","0.1200","1478.0986","39.57063762","-104.83013682","37.2","4.0","3568"
"124.150","28.8142","14","-0.0212","0.1603","0.3183","179.3911","-0.9335","5739.9576","0.0161","0.1200","2593.7883","39.57063180","-104.83013675","37.2","4.0","3597"
"124.200","28.8834","14","-0.0073","0.1547","0.3216","179.5473","-0.3193","5740.0164","0.0161","0.1200","7601.8855","39.57062597","-104.83013672","37.2","4.0","3594"
"124.250","29.0879","14","0.0097","0.1447","0.3246","179.4136","0.4187","5740.0373","0.0161","0.1200","5837.9983","39.57062004","-104.83013662","37.2","4.0","3633"
"124.300","29.1516","14","0.0274","0.1483","0.2880","179.3260","1.1834","5740.0064","0.0161","0.1200","2070.1245","39.57061412","-104.83013643","37.2","4.0","3642"
"124.350","29.4086","14","0.0383","0.1448","0.2752","179.2875","1.6411","5739.9684","0.0161","0.1200","1505.8596","39.57060807","-104.83013638","37.2","4.0","3682"
"124.400","29.6369","14","0.0406","0.1326","0.2866","179.4529","1.7342","5739.9720","0.0161","0.1200","1436.0819","39.57060206","-104.83013629","37.2","4.0","3692"
"124.450","29.7313","14","0.0357","0.1342","0.2909","179.6411","1.5181","5739.9776","0.0161","0.1200","1645.7493","39.57059602","-104.83013622","37.2","4.0","3713"
"124.500","30.0111","14","0.0344","0.1459","0.2712","179.6463","1.4515","5739.9636","0.0161","0.1200","1737.4202","39.57058991","-104.83013624","37.2","4.0","3703"
"124.550","30.0366","14","0.0446","0.1510","0.2230","179.6746","1.8740","5739.9123","0.0161","0.1200","1346.9147","39.57058382","-104.83013619","37.2","4.0","3742"
"124.600","30.0774","14","0.0588","0.1479","0.2537","-18.1133","2.4555","5739.9564","0.0161","0.1200","1029.3435","39.57057773","-104.83013626","37.2","4.0","3736"
"124.650","30.3293","14","0.0743","0.1433","0.2606","-179.8819","3.0870","5739.9668","0.0161","0.1280","825.6292","39.57057154","-104.83013631","37.2","4.0","3759"
"124.700","30.5388","14","0.0807","0.1428","0.2663","-179.8093","3.3383","5740.0032","0.0161","0.1300","768.7332","39.57056530","-104.83013628","37.2","4.0","3777"
"124.750","30.7370","14","0.0689","0.1508","0.2982","-179.6487","2.8367","5740.0409","0.0161","0.1300","910.5599","39.57055904","-104.83013636","37.2","4.0","3774"
"124.800","30.8597","14","0.0563","0.1572","0.2659","-179.5748","2.3042","5740.0096","0.0161","0.1300","1125.4643","39.57055271","-104.83013642","37.2","4.0","3820"
"124.850","30.9919","14","0.0520","0.1643","0.2809","-179.5482","2.1172","5740.0044","0.0161","0.1300","1230.0794","39.57054643","-104.83013656","37.2","4.0","3815"
"124.900","31.2186","14","0.0503","0.1641","0.2831","-179.3058","2.0366","5740.0284","0.0161","0.1300","1288.1205","39.57054011","-104.83013667","37.2","4.0","3846"
"124.950","31.4117","14","0.0422","0.1574","0.2634","-179.1649","1.6979","5740.0160","0.0161","0.1300","1554.6793","39.57053363","-104.83013677","37.2","4.0","3846"
"125.000","31.5727","14","0.0295","0.1549","0.2620","-179.1723","1.1805","5740.0180","0.0161","0.1300","2247.5391","39.57052729","-104.83013689","37.2","4.0","3874"
"125.050","31.7279","14","0.0170","0.1412","0.2533","-179.1175","0.6788","5740.0112","0.0161","0.1300","3927.5530","39.57052078","-104.83013698","37.2","4.0","3912"
"125.100","31.8721","14","0.0102","0.1309","0.2554","-179.2306","0.4045","5740.0152","0.0161","0.1300","6621.0145","39.57051433","-104.83013708","37.2","4.0","3908"
"125.150","31.9926","14","0.0002","0.1363","0.2787","-179.1857","0.0082","5740.0721","0.0161","0.1300","32808.3990","39.57050777","-104.83013715","37.2","4.0","3932"
"125.200","32.1334","14","-0.0070","0.1404","0.2756","-179.0700","-0.2756","5740.0697","0.0161","0.1300","9799.0718","39.57050129","-104.83013733","37.2","4.0","3972"
"125.250","32.2790","14","-0.0086","0.1366","0.2482","-179.1084","-0.3343","5740.0365","0.0161","0.1300","8115.0590","39.57049470","-104.83013742","37.2","4.0","3968"
"125.300","32.4890","14","-0.0190","0.1278","0.2600","-179.2286","-0.7371","5740.0449","0.0161","0.1295","3704.0270","39.57048809","-104.83013759","37.2","4.0","4002"
"125.350","32.6426","14","-0.0231","0.1291","0.2560","-179.2651","-0.8942","5740.0693","0.0161","0.1200","3067.7181","39.57048146","-104.83013755","37.2","4.0","4017"
"125.400","32.7185","14","-0.0148","0.1380","0.2629","-179.3070","-0.5702","5740.0949","0.0161","0.1200","4821.9684","39.57047477","-104.83013767","37.2","4.0","4023"
"125.450","32.9114","14","-0.0059","0.1482","0.2709","-179.3416","-0.2253","5740.1129","0.0161","0.1200","12275.4964","39.57046811","-104.83013771","37.2","4.0","4042"
"125.500","33.0656","14","-0.0107","0.1528","0.2485","-179.2870","-0.4084","5740.1290","0.0161","0.1200","6803.1667","39.57046138","-104.83013786","37.2","4.0","4084"
"125.550","33.2401","14","-0.0211","0.1503","0.2694","-179.3082","-0.8009","5740.1322","0.0161","0.1200","3487.5208","39.57045458","-104.83013799","37.2","4.0","4079"
"125.600","33.3868","14","-0.0323","0.1445","0.2475","-179.3058","-1.2199","5740.1129","0.0161","0.1200","2299.8255","39.57044774","-104.83013802","37.2","4.0","4098"
"125.650","33.4856","14","-0.0367","0.1413","0.2443","-179.6491","-1.3803","5740.1206","0.0161","0.1200","2038.6091","39.57044092","-104.83013794","37.2","4.0","4140"
"125.700","33.7686","14","-0.0385","0.1416","0.2475","-179.5250","-1.4421","5740.1145","0.0161","0.1200","1967.8061","39.57043393","-104.83013806","37.2","4.0","4140"
"125.750","33.9532","14","-0.0472","0.1433","0.2352","-179.4135","-1.7574","5740.0905","0.0161","0.1200","1623.5015","39.57042705","-104.83013819","37.2","4.0","4146"
"125.800","34.0361","14","-0.0564","0.1447","0.2186","-179.6869","-2.0895","5740.0601","0.0161","0.1258","1368.8607","39.57042009","-104.83013820","37.2","4.0","4181"
"125.850","34.1755","14","-0.0639","0.1436","0.2087","117.0007","-2.3566","5740.0721","0.0161","0.1300","1218.6380","39.57041311","-104.83013808","37.2","4.0","4216"
"125.900","34.2286","14","-0.0707","0.1440","0.2332","179.7955","-2.5983","5740.0825","0.0161","0.1300","1107.0187","39.57040619","-104.83013805","37.2","4.0","4224"
"125.950","34.4673","14","-0.0677","0.1472","0.2203","179.9458","-2.4744","5740.0493","0.0161","0.1300","1170.5401","39.57039922","-104.83013805","37.2","4.0","4220"
"126.000","34.6827","14","-0.0564","0.1448","0.2145","179.8870","-2.0534","5740.0300","0.0161","0.1300","1419.3334","39.57039204","-104.83013801","37.2","4.0","4241"
"126.050","34.8696","14","-0.0470","0.1427","0.1997","179.8073","-1.7028","5739.9904","0.0161","0.1300","1720.8516","39.57038503","-104.83013801","37.2","4.0","4286"
"126.100","34.9683","14","-0.0418","0.1453","0.1447","179.5956","-1.5075","5739.9243","0.0161","0.1300","1949.2308","39.57037792","-104.83013789","37.2","4.0","4299"
"126.150","35.1615","14","-0.0355","0.1479","0.1509","179.5311","-1.2762","5739.8915","0.0161","0.1300","2315.2878","39.57037073","-104.83013774","37.2","4.0","4310"
"126.200","35.3208","14","-0.0147","0.1515","0.1500","179.4429","-0.5278","5739.8602","0.0161","0.1243","5623.9111","39.57036351","-104.83013769","37.2","4.0","4318"
"126.250","35.4493","14","0.0040","0.1436","0.1163","179.4931","0.1417","5739.8098","0.0161","0.1200","21025.0574","39.57035637","-104.83013758","37.2","4.0","4347"
"126.300","35.5983","14","0.0011","0.1263","0.0944","179.5644","0.0386","5739.7569","0.0161","0.1200","32808.3990","39.57034911","-104.83013752","37.2","4.0","4376"
"126.350","35.6740","14","-0.0015","0.1239","0.1137","179.6422","-0.0543","5739.7605","0.0161","0.1233","32808.3990","39.57034194","-104.83013754","37.2","4.0","4385"
"126.400","35.9234","14","0.0084","0.1274","0.1031","179.5260","0.2935","5739.7129","0.0161","0.1300","10286.8692","39.57033452","-104.83013738","37.2","4.0","4396"
"126.450","36.0968","14","0.0275","0.1310","0.0864","179.5613","0.9610","5739.6808","0.0161","0.1300","3156.4091","39.57032725","-104.83013732","37.2","4.0","4406"
"126.500","36.1454","14","0.0342","0.1322","0.0731","179.6514","1.1928","5739.6271","0.0161","0.1300","2546.4576","39.57031995","-104.83013728","37.2","4.0","4438"
"126.550","36.2695","14","0.0373","0.1358","0.0669","179.8016","1.2952","5739.5939","0.0161","0.1300","2353.2076","39.57031265","-104.83013733","37.2","4.0","4461"
"126.600","36.4308","14","0.0402","0.1396","0.0601","179.7856","1.3914","5739.5687","0.0161","0.1243","2200.2145","39.57030518","-104.83013729","37.2","4.0","4483"
"126.650","36.5915","14","0.0430","0.1380","0.0436","179.7176","1.4802","5739.5527","0.0161","0.1200","2077.3402","39.57029777","-104.83013725","37.2","4.0","4507"
"126.700","36.8660","14","0.0462","0.1322","0.0554","179.8627","1.5849","5739.5042","0.0161","0.1200","1954.6749","39.57029030","-104.83013728","37.2","4.0","4515"
"126.750","36.9623","14","0.0482","0.1351","0.0019","63.0299","1.6478","5739.4193","0.0161","0.1200","1885.0107","39.57028279","-104.83013728","37.2","4.0","4534"
"126.800","37.0150","14","0.0475","0.1415","0.0120","-179.7961","1.6167","5739.4049","0.0161","0.1200","1924.0232","39.57027530","-104.83013740","37.2","4.0","4552"
"126.850","37.1973","14","0.0359","0.1448","-0.0081","-179.7958","1.2182","5739.3496","0.0161","0.1200","2565.8391","39.57026778","-104.83013746","37.2","4.0","4567"
"126.900","37.4391","14","0.0135","0.1475","-0.0128","-179.8365","0.4568","5739.2847","0.0161","0.1200","6887.7413","39.57026009","-104.83013748","37.2","4.0","4567"
"126.950","37.5634","14","-0.0034","0.1480","-0.0316","-179.7265","-0.1135","5739.2807","0.0161","0.1200","27816.8926","39.57025258","-104.83013750","37.2","4.0","4600"
"127.000","37.6235","14","-0.0139","0.1436","-0.0432","-179.8590","-0.4637","5739.2122","0.0161","0.1200","6818.0707","39.57024493","-104.83013754","37.2","4.0","4627"
"127.050","37.8298","14","-0.0226","0.1401","-0.0624","-179.8796","-0.7516","5739.1329","0.0161","0.1200","4229.5185","39.57023722","-104.83013757","37.2","4.0","4641"
"127.100","38.1302","14","-0.0381","0.1396","-0.0789","-152.9175","-1.2638","5739.0621","0.0161","0.1200","2535.3878","39.57022949","-104.83013758","37.2","4.0","4659"
"127.150","38.2532","14","-0.0459","0.1411","-0.1306","179.9750","-1.5181","5738.9679","0.0161","0.1200","2117.4840","39.57022171","-104.83013750","37.2","4.0","4674"
"127.200","38.2716","14","-0.0329","0.1440","-0.1525","179.9282","-1.0819","5738.9131","0.0161","0.1200","2972.6304","39.57021395","-104.83013750","37.2","4.0","4699"
"127.250","38.4131","14","-0.0127","0.1358","-0.1367","179.7759","-0.4158","5738.8974","0.0161","0.1200","7763.2385","39.57020620","-104.83013758","37.2","4.0","4711"
"127.300","38.6595","14","-0.0024","0.1253","-0.1658","179.9087","-0.0773","5738.8418","0.0161","0.1200","32808.3990","39.57019833","-104.83013758","37.2","4.0","4731"
"127.350","38.7899","14","-0.0007","0.1273","-0.1721","179.9522","-0.0238","5738.7921","0.0161","0.1200","32808.3990","39.57019045","-104.83013756","37.2","4.0","4761"
"127.400","38.8235","14","0.0074","0.1203","-0.1714","-27.0136","0.2408","5738.7741","0.0161","0.1200","13546.9852","39.57018261","-104.83013758","37.2","4.0","4764"
"127.450","39.0272","14","0.0208","0.1105","-0.1929","116.8992","0.6730","5738.7212","0.0161","0.1200","4873.4045","39.57017475","-104.83013761","37.2","4.0","4775"
"127.500","39.1833","14","0.0286","0.1065","-0.2087","152.9692","0.9213","5738.6427","0.0161","0.1200","3574.0277","39.57016677","-104.83013771","37.2","4.0","4799"
"127.550","39.3065","14","0.0430","0.1117","-0.1968","-179.8432","1.3796","5738.6135","0.0161","0.1200","2394.1757","39.57015877","-104.83013768","37.2","4.0","4802"
"127.600","39.3742","14","0.0522","0.1187","-0.1705","-179.8358","1.6701","5738.6463","0.0161","0.1200","1981.2194","39.57015083","-104.83013773","37.2","4.0","4810"
"127.650","39.4258","14","0.0562","0.1064","-0.1648","-179.9062","1.7920","5738.6231","0.0161","0.1200","1848.8288","39.57014294","-104.83013773","37.2","4.0","4821"
"127.700","39.5954","14","0.0778","0.0864","-0.1972","-179.6900","2.4738","5738.5506","0.0161","0.1100","1345.0500","39.57013486","-104.83013782","37.2","4.0","4829"
"127.750","39.6853","14","0.1285","0.0870","-0.2143","-179.3543","4.0757","5738.4934","0.0161","0.1100","818.2472","39.57012685","-104.83013811","37.2","4.0","4848"
"127.800","39.8074","14","0.2099","0.0910","-0.2048","-179.0385","6.6408","5738.4821","0.0161","0.1100","503.7300","39.57011877","-104.83013839","37.2","4.0","4843"
"127.850","39.9981","14","0.2988","0.0906","-0.2169","-178.7529","9.4298","5738.4541","0.0161","0.1100","356.4418","39.57011066","-104.83013870","37.2","4.0","4863"
"127.900","39.9011","14","0.3738","0.0794","-0.2416","-178.2989","11.7706","5738.3684","0.0161","0.1100","284.8648","39.57010267","-104.83013914","37.2","4.0","4882"
